fingerprint,minutia,dA0,dA1,dA2,dA3,dA4,dA5,dA6,dA7,dR0,dR1,dR2,dR3,dR4,dR5,dR6,dR7,rA30,rA60,rA90,rR30,rR60,rR90,B1,B2,B3,B4,B5,B6,B7,B8,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,score_change
G046X1I_1_1,v37,29.410882339705484,35.84689665786984,40.22437072223753,40.311288741492746,41.012193308819754,52.20153254455275,55.94640292279746,99.74467404327912,0.08531167338343387,0.10398051660481136,0.11667818521979276,0.11693030692033166,0.11896340952603054,0.15142014588740738,0.16228283116430578,0.2893277717897434,1,7,7,1,6,0,325.0,334.0,298.0,15.0,313.0,284.0,341.0,297.0,148.6887865603668,250.80140948635182,133.14138555207535,79.80140948635182,191.87532834460217,177.9848978358822,61.125016348901795,74.9848978358822,170.60281897270363,129.67542665602917,249.69924423399362,280.6754266560292,138.85566121971652,25.44033203100551,130.4625656093637,161.44033203100554,-0.313655
G046X1I_1_1,v38,27.730849247724095,35.35533905932738,35.38361202590826,56.142675390472796,65.76473218982953,72.80109889280519,82.21921916437786,85.42247947700886,0.08640571122648116,0.11016262754106931,0.11025072241923481,0.17493325768482892,0.2049143323278369,0.22683873370443158,0.25618436871229433,0.26616531026528906,1,4,8,1,3,4,357.0,349.0,36.0,326.0,224.0,322.0,331.0,26.0,45.64100582430528,77.44999650780659,273.86989764584405,249.4499965078066,196.29061004263855,220.1468412355809,344.9143832200251,330.1468412355809,5.1237353832888175,18.106292444902863,307.8152935467669,296.10629244490286,268.18491612511843,326.3279217772413,256.16498505733193,201.32792177724127,-0.283071
G046X1I_1_1,v39,20.12461179749811,32.14031735997639,50.0,55.94640292279746,63.28506932918696,70.178344238091,72.24956747275377,76.00657866263946,0.05030524173148942,0.08034075143359547,0.12498437792907728,0.13984852733350703,0.1581929004461392,0.17542393397380898,0.18060134492454052,0.18999269905334942,1,4,8,1,3,4,353.0,344.0,332.0,19.0,316.0,338.0,317.0,320.0,309.565051177078,79.80140948635182,279.35582504285514,250.80140948635182,245.73979529168804,170.60281897270363,337.8556612197165,37.60281897270363,161.44033203100554,240.8055710922652,145.21571913413084,82.8055710922652,242.2363583092738,290.7981669355479,159.24615166692922,113.7981669355479,-0.138871
G046X1I_1_1,v40,27.730849247724095,34.88552708502482,52.392747589718944,55.758407437802596,64.41273166075166,65.0,72.47068372797375,83.57032966310472,0.08949160953666567,0.11258082796112127,0.1690792542257615,0.17994074333009014,0.20786954555483372,0.20976474856285454,0.23387376539040872,0.2696939875245542,1,4,8,1,3,4,3.0,329.0,39.0,352.0,317.0,325.0,227.0,303.0,228.6410058243053,198.91438322002512,321.7004277886672,344.9143832200251,225.75948008481282,168.59228189105153,249.4499965078066,301.5922818910515,39.24145939893998,68.52076966114373,285.51023740611555,256.52076966114373,27.599339336520586,60.19094982038661,344.0375110254218,316.1909498203866,0.028501
G046X1I_1_1,v41,35.35533905932738,48.27007354458868,55.758407437802596,62.625873247404705,63.63961030678928,68.42514157822401,69.77105417004964,71.11258679024411,0.11608398157099072,0.15848758566217527,0.18307441290766138,0.20562271242031854,0.2089511668277833,0.22466374486270027,0.22908284807773313,0.23348757030930944,0,3,8,0,3,5,11.0,342.0,8.0,47.0,333.0,337.0,330.0,37.0,104.86989764584402,117.18491612511843,277.1725534233269,268.18491612511843,77.44999650780659,6.759480084812793,168.59228189105153,225.75948008481282,336.86989764584405,257.8624052261117,15.939528063800815,81.86240522611172,279.2995722113328,312.6158428740487,232.22452260651988,199.61584287404872,-0.171936
G046X1I_1_1,v42,15.231546211727817,20.12461179749811,35.84689665786984,37.8021163428716,56.04462507680822,63.56099432828282,72.99315036357864,87.0976463516667,0.040079547006935036,0.0529549208807901,0.0943257736069895,0.09947064322065843,0.14747308999544953,0.16725129704996394,0.1920706119073294,0.22918449398506863,2,5,8,2,3,3,351.0,7.0,26.0,339.0,324.0,41.0,323.0,327.0,250.80140948635182,279.35582504285514,136.56505117707798,115.3558250428552,339.14138555207535,37.60281897270363,224.52382043863864,170.60281897270363,231.47588900324575,177.9848978358822,29.854458039578347,74.9848978358822,146.53767779197437,307.6992442339936,147.39984017391936,131.69924423399368,-0.021858
G046X1I_1_1,v43,22.80350850198276,23.259406699226016,30.01666203960727,32.01562118716424,41.340053217188775,48.30113870293329,60.92618484691127,81.60882305241266,0.06991882698963924,0.07131667623617813,0.09203539007040465,0.09816448545874107,0.12675453114523044,0.14809821743348472,0.18680841928686423,0.25022435382404373,2,6,8,2,4,2,360.0,347.0,117.0,300.0,196.0,354.0,302.0,131.0,46.8749836510982,135.869897645844,21.463345061871607,302.86989764584405,65.98163936884936,354.36646066342985,294.52970589993413,357.3664606634298,352.84770485871763,25.0,30.09555249375179,3.0,287.8014094863518,63.61986494804046,103.97262661489638,72.61986494804043,0.337846
G046X1I_1_1,v44,5.0,22.80350850198276,25.553864678361276,26.248809496813376,40.11234224026316,53.600373133029585,53.74011537017761,70.21395872616783,0.016043037666877265,0.07316750916685306,0.08199232271384689,0.08422212789361253,0.12870476349344276,0.17198256102637396,0.17243093902121787,0.22528903691689522,4,7,8,4,3,1,347.0,360.0,300.0,354.0,117.0,196.0,302.0,345.0,302.86989764584405,21.463345061871607,226.87498365109818,214.46334506187162,249.57922687248902,197.19859051364818,20.744671625056938,71.19859051364818,31.710846671180974,82.1691393279074,16.416378519886052,341.16913932790743,266.0,207.47683934958397,29.7273982227997,70.47683934958398,0.246796
G046X1I_1_1,v45,25.059928172283335,26.248809496813376,32.31098884280702,45.967379738244816,47.80167361086848,48.30113870293329,55.569775957799216,55.97320787662612,0.0848538946906044,0.08887949324849949,0.10940626907499351,0.15564734155248192,0.16185833218378695,0.1635495404758592,0.18816142986071216,0.18952746608075322,2,8,8,2,6,0,353.0,6.0,306.0,351.0,308.0,6.0,123.0,339.0,204.6104596659652,302.86989764584405,206.74467162505695,135.869897645844,197.19859051364818,184.06906269888944,39.88140399658214,49.06906269888942,236.78075330951538,287.8014094863518,216.09555249375182,165.80140948635182,5.743562836470716,345.1736579704442,0.7586503478422344,21.173657970444225,0.121625
G046X1I_1_1,v46,15.231546211727817,23.345235059857504,29.410882339705484,32.14031735997639,41.0,65.11528238439882,70.9365914038728,77.52418977325722,0.0412591202239087,0.06323743148600582,0.07966802013907227,0.08706149720826141,0.11106055194040372,0.17638388296016053,0.19215260961182953,0.20999705621830606,3,5,8,3,2,3,9.0,348.0,35.0,16.0,333.0,50.0,332.0,319.0,79.80140948635182,65.52382043863862,215.2642954110716,224.52382043863864,3.6887865603668075,337.8556612197165,115.3558250428552,138.85566121971652,234.3196165081802,177.9848978358822,43.38034472384487,74.9848978358822,134.49856567595208,114.46822925891712,263.2032377549427,281.4682292589172,-0.166903
G047X4I_1_1,v0,22.20360331117452,24.08318915758459,26.68332812825267,28.284271247461902,28.284271247461902,30.528675044947494,39.05124837953327,44.10215414239989,0.06225874908977639,0.06752909471631018,0.0748198662863419,0.07930889964588173,0.07930889964588173,0.08560219226715064,0.10949942855807981,0.12366213314973305,5,8,8,5,3,0,301.0,137.0,359.0,243.0,331.0,184.0,354.0,205.0,238.76516601842533,309.11134196037204,25.36646066342982,325.11134196037204,96.00538320808352,60.42366562500263,91.13010235415598,124.42366562500263,359.130102354156,324.434948822922,325.6075022462489,357.434948822922,53.805571092265154,14.855097396266729,12.030596096537863,45.85509739626673,0.070849
G047X4I_1_1,v1,22.0,24.020824298928627,26.68332812825267,31.11269837220809,43.04648650006177,45.34313619501854,45.60701700396552,47.095647357266465,0.05776288075348088,0.06306872770815138,0.0700593591262846,0.08168904936331248,0.1130222302981542,0.1190522804100772,0.11974512203281977,0.1236536482866259,3,8,8,3,5,0,185.0,355.0,1.0,332.0,206.0,244.0,194.0,1.0,24.0,22.754635733231652,11.614055969611186,12.754635733231652,277.0053832080835,208.13010235415598,306.0,359.130102354156,47.66300076606714,332.8188889145228,124.42366562500263,190.81888891452277,355.1250163489018,12.519642688190771,16.347777219693665,359.51964268819074,0.028352
G047X4I_1_1,v2,23.08679276123039,31.400636936215164,36.6742416417845,44.0,47.095647357266465,50.53711507397311,57.77542730261716,67.26812023536856,0.06208774761184424,0.08444632570275556,0.09862873039405895,0.11833003064456643,0.12665521352297807,0.1359104176225277,0.15537654734594566,0.1809054256557623,1,7,8,1,6,1,354.0,331.0,325.0,316.0,359.0,326.0,360.0,301.0,189.0302592718897,98.55966796899446,208.23483398157467,255.5596679689945,243.9964591482505,116.18592516570965,246.0,287.18592516570965,195.34777721969368,164.5610106911964,283.07208023799274,311.5610106911964,223.45902408146156,117.7651660184253,182.98721249581666,238.76516601842533,-0.082055
G047X4I_1_1,v3,21.095023109728988,23.08679276123039,24.020824298928627,39.05124837953327,41.23105625617661,46.010868281309364,51.42956348249516,54.20332093147061,0.056092478318300845,0.06138867047750097,0.0638722962836649,0.10383877237950523,0.10963496541625459,0.12234466954839465,0.1367531886339137,0.1441287164424196,3,8,8,3,5,0,337.0,6.0,5.0,6.0,331.0,190.0,322.0,307.0,255.5596679689945,208.23483398157467,15.030259271889696,57.234833981574695,196.61405596961117,96.00538320808352,239.8055710922652,277.0053832080835,277.83365417791754,312.8287828714554,22.754635733231652,351.8287828714554,272.565051177078,337.14576283817513,201.12400730831058,142.1457628381751,-0.163472
G047X4I_1_1,v4,24.596747752497688,32.202484376209235,35.4682957019364,51.03920062069938,70.9365914038728,81.49233092751734,86.14522621712709,86.83317338436964,0.09476211479409564,0.12406418733970784,0.13664614292418098,0.19663504447357108,0.27329228584836196,0.31395962164988483,0.3318854955091284,0.3345358999077299,1,4,8,1,3,4,147.0,345.0,143.0,154.0,130.0,231.0,308.0,310.0,128.43494882292202,271.565051177078,316.84181456019166,289.565051177078,200.57392125990089,102.18592516570965,249.7542574341049,293.18592516570965,116.4985656759521,95.53854459839879,358.39605285494326,16.538544598398772,312.6725957582734,238.01147838636544,346.9264258352536,60.01147838636547,0.002889
G047X4I_1_1,v5,8.94427190999916,32.202484376209235,40.607881008493905,46.09772228646444,61.61168720299745,70.9365914038728,74.0,78.87331614684399,0.03439850163390253,0.12384654923028365,0.15617260692381257,0.17728581949945227,0.23695050242720078,0.2728128661408085,0.28459433551691143,0.3033364729571128,1,4,8,1,3,4,162.0,15.0,145.0,158.0,323.0,152.0,169.0,325.0,271.565051177078,128.43494882292202,151.84181456019166,161.434948822922,128.0737544933483,87.0531369460265,244.73139699916044,280.0531369460265,329.13402230639633,40.28940686250036,104.57392125990086,49.28940686250037,270.92464441605125,335.0656510987304,8.65948184016247,311.0656510987304,0.094371
G047X4I_1_1,v6,21.095023109728988,24.758836806279895,28.284271247461902,31.11269837220809,31.400636936215164,35.35533905932738,36.069377593742864,49.193495504995376,0.05933344936330332,0.06963856746201838,0.07955446965427748,0.08750991661970522,0.0883197942917224,0.09944308706784685,0.10145144557993822,0.1383653271848457,3,8,8,3,5,0,23.0,354.0,29.0,28.0,29.0,345.0,330.0,213.0,98.55966796899446,126.83365417791754,301.6365770416167,277.83365417791754,208.13010235415598,277.0053832080835,154.0,96.00538320808352,57.234833981574695,110.0,291.0,246.0,187.12330271407544,252.59531044896767,357.434948822922,315.59531044896767,-0.076114
G047X4I_1_1,v7,23.021728866442675,31.32091952673165,37.013511046643494,50.53711507397311,54.589376255824725,65.76473218982953,73.0,79.12016177940993,0.06808272684088441,0.09262612816416575,0.10946096953143705,0.1494546574181469,0.1614385094013083,0.1944876652583016,0.2158847012844928,0.23398400673052955,1,5,8,1,4,3,350.0,359.0,336.0,34.0,5.0,28.0,335.0,34.0,153.51044707800085,287.18592516570965,148.30075576600638,116.18592516570965,180.418055344822,226.9575489308291,137.0720802379928,104.95754893082909,142.55707137563664,255.5596679689945,148.38394009160075,98.55966796899446,141.0,238.76516601842533,183.85566121971652,117.7651660184253,-0.021571
G047X4I_1_1,v8,16.15549442140351,39.92492955535426,45.27692569068709,46.52956049652737,53.41348144429457,90.0499861188218,92.13576938409967,121.59358535712317,0.04217109933305883,0.10421706239541699,0.11818751447605717,0.12145729907362124,0.13942657358276964,0.23505977659998437,0.24050434988093156,0.3173988385997373,1,5,5,1,4,0,164.0,346.0,357.0,334.0,343.0,334.0,161.0,149.0,216.19859051364818,35.75097634278764,37.93210043758978,37.75097634278768,64.65980825409008,118.17474411461004,326.6525417911147,275.17474411461006,5.157226587369053,110.13010235415598,316.0908475670036,281.13010235415595,209.2692943984688,275.4519575908746,127.33629374197943,83.45195759087457,0.064652
G047X4I_1_1,v9,10.63014581273465,24.758836806279895,31.32091952673165,32.01562118716424,36.6742416417845,41.23105625617661,43.93176527297759,47.80167361086848,0.031587993052563296,0.07357208252867077,0.09307162910456587,0.0951359687298098,0.10897928500669324,0.12252008029934101,0.13054536792592328,0.14204498795417447,2,8,8,2,6,0,351.0,6.0,1.0,337.0,35.0,29.0,336.0,35.0,287.18592516570965,291.0,127.63657704161673,126.0,329.3007557660064,24.418055344821994,233.78991060824606,180.418055344822,98.99645914825055,15.030259271889696,126.83365417791754,189.0302592718897,152.82148834060726,238.76516601842533,184.21924669048462,117.7651660184253,-0.124003
G047X4I_1_1,v10,12.806248474865697,30.01666203960727,38.897300677553446,45.27692569068709,51.66236541235796,55.90169943749474,79.81227975693966,84.86459803710851,0.037908721672413305,0.08885453761323331,0.11514277175611425,0.13402757080338445,0.15292958239873045,0.16547874806193902,0.23625822232676477,0.2512139627107866,1,6,8,1,5,2,349.0,167.0,346.0,3.0,164.0,337.0,157.0,340.0,291.3401917459099,37.75097634278768,59.90915243299638,35.75097634278764,309.030860259843,5.157226587369053,247.65980825409008,202.15722658736905,192.35329686610828,239.51398845800128,275.17474411461006,232.51398845800128,212.74488129694225,295.16634582208246,6.954841253872189,298.16634582208246,0.123564
G047X4I_1_1,v11,10.63014581273465,23.021728866442675,24.73863375370596,35.35533905932738,44.0,50.00999900019995,51.42956348249516,57.0087712549569,0.03223254811666519,0.06980609640626728,0.07501206633041972,0.10720386036902507,0.1334160548799116,0.15163947207170453,0.15594385145523798,0.1728610307815376,3,8,8,3,5,0,9.0,10.0,346.0,15.0,44.0,345.0,38.0,44.0,116.18592516570965,148.30075576600638,343.5104470780008,329.3007557660064,217.96375653207355,253.19405648154228,126.0,102.1940564815423,110.0,61.987212495816664,142.1457628381751,182.98721249581666,130.565051177078,53.805571092265154,178.38522105721376,239.8055710922652,-0.082297
G047X4I_1_1,v12,26.30589287593181,27.294688127912362,38.897300677553446,40.24922359499622,50.039984012787215,53.41348144429457,60.0,76.24303246854758,0.07559039785041703,0.07843171659380015,0.11177200665230834,0.11565677846653917,0.14379068286314944,0.15348448091051825,0.17241094580654365,0.21908555565102175,2,6,8,2,4,2,351.0,3.0,14.0,181.0,178.0,17.0,351.0,354.0,236.7461622625552,273.93919094573556,141.57303097851934,105.93919094573559,143.030860259843,72.9091524329964,354.565051177078,59.90915243299638,237.2906100426385,209.2692943984688,202.15722658736905,228.2692943984688,281.13010235415595,241.4161834818409,34.2287761813696,64.4161834818409,-0.016997
G047X4I_1_1,v13,40.85339643163099,47.70744176750625,50.80354318352215,51.86520991955976,57.697486947006624,58.215118311311535,58.7962583843564,75.58438992278762,0.17320404298861866,0.20226278636599238,0.21538916824844315,0.21989026208762932,0.24461706693662116,0.24681164200029712,0.24927547166896424,0.3204512492214437,0,7,8,0,7,1,359.0,178.0,357.0,352.0,358.0,177.0,355.0,354.0,214.45902408146156,300.3589941756947,358.02386755579664,299.3589941756947,64.20397372173164,23.162168055312748,158.13364320590549,198.16216805531275,29.323184318161793,354.5213618345816,319.072890052351,353.5213618345816,93.55261314813481,80.12373538328882,248.71579270637693,259.1237353832888,-0.062503
G047X4I_1_1,v14,12.806248474865697,23.769728648009426,27.294688127912362,39.92492955535426,43.139309220245984,52.354560450833695,84.62860036654276,85.0,0.03712954445714211,0.06891629490889807,0.07913631679708442,0.11575555868552984,0.12507510710003789,0.15179316437663842,0.24536626677378412,0.24644307699099033,3,6,8,3,3,2,11.0,178.0,357.0,14.0,348.0,175.0,351.0,348.0,122.34019174590989,72.9091524329964,35.75097634278764,59.90915243299638,318.57303097851934,5.157226587369053,231.93210043758978,202.15722658736905,273.93919094573556,232.51398845800128,206.47688139368802,239.51398845800128,15.619727799698865,64.4161834818409,289.92751306414704,241.4161834818409,0.110829
G047X4I_1_1,v15,25.317977802344327,33.24154027718932,41.14608122288197,41.23105625617661,47.38143096192854,49.24428900898052,62.03224967708329,66.70832032063167,0.09171675472669726,0.1204206046842452,0.14905554736422882,0.14936337741082348,0.17164368797782698,0.17839206638016133,0.22471765609382444,0.24165716159648448,1,6,8,1,5,2,178.0,184.0,355.0,177.0,184.0,358.0,5.0,183.0,219.90972307917764,198.74356283647074,8.781124764868707,24.74356283647076,71.9422954898717,2.3971810272963694,295.16634582208246,4.397181027296369,190.85509739626673,100.0,19.8323866204222,94.0,346.7722546820458,281.0,221.00538320808352,279.0,-0.011706
G047X4I_1_1,v16,21.2602916254693,33.13608305156178,34.52535300326414,39.20459156782532,43.01162633521314,51.92301994298868,54.405882034941776,70.00714249274856,0.05835368823425737,0.0909494890173038,0.09476265522701573,0.10760588584587558,0.1180551554902765,0.14251449468851807,0.1493292723498423,0.19215046713184042,1,7,8,1,6,1,173.0,182.0,2.0,360.0,172.0,350.0,357.0,360.0,265.18592516570965,291.9887168020806,137.80557109226518,120.98871680208063,243.00797980144134,234.56935480474897,45.14398641457103,52.56935480474897,25.40757543781841,294.565051177078,236.64224645720873,292.565051177078,174.0273733851036,192.18391925084435,29.198590513648185,15.183919250844326,0.122511
G047X4I_1_1,v17,27.730849247724095,39.96248240537617,40.85339643163099,50.99019513592785,54.08326913195984,60.81118318204309,62.03224967708329,62.0966987850401,0.10426826109951054,0.150259319951059,0.15360916529755078,0.19172362636475196,0.2033536144742881,0.22865063630591193,0.23324185812488182,0.2334841873934895,1,5,8,1,4,3,179.0,353.0,1.0,355.0,173.0,178.0,355.0,355.0,299.3589941756947,100.0,107.29857033049427,94.0,35.459024081461564,74.71579270637693,279.1798301198642,248.71579270637693,315.8201698801357,33.62374875117381,279.0,218.62374875117382,161.77225468204583,113.8188889145228,245.93141717813754,293.8188889145228,-0.167389
G047X4I_1_1,v18,34.058772731852805,57.697486947006624,64.4980619863884,78.2368199762746,78.31347265956222,88.45903006477066,90.19977827023745,90.55385138137417,0.12539926474734928,0.21243344549986712,0.2374721371906014,0.28805617214798135,0.28833839576774756,0.32569280806796885,0.33210198043581673,0.33340562423275916,0,2,6,0,2,4,359.0,2.0,357.0,357.0,352.0,21.0,176.0,169.0,147.36646066342982,64.20397372173164,211.3231843181618,247.2039737217317,149.1250163489018,217.21727395738432,87.11201118442219,37.21727395738429,131.87180895814717,189.22431569404532,86.42071239679456,38.224315694045345,324.81407483429035,51.0,307.6598082540901,224.0,0.00421
G047X4I_1_1,v19,30.59411708155671,34.058772731852805,44.91102314577124,50.80354318352215,56.142675390472796,57.271284253105414,66.52818951391959,66.91038783328041,0.12185120326053663,0.13565034179251595,0.17887302305164554,0.20234193555278832,0.22360679774997896,0.228101856311587,0.26497054716127255,0.26649277854236203,0,6,8,0,6,2,358.0,1.0,353.0,3.0,177.0,170.0,180.0,358.0,153.30993247402023,149.1250163489018,328.3664606634298,332.1250163489018,125.43986920578223,88.9335144988741,247.2039737217317,278.9335144988741,325.0856167799749,51.0,301.9052429229879,224.0,6.563351753189863,35.10175308473619,61.462322208025626,33.101753084736174,-0.048461
G047X4I_1_1,v20,19.4164878389476,22.20360331117452,33.12099032335839,35.84689665786984,36.069377593742864,43.93176527297759,48.093658625644196,49.64876634922564,0.05804351322601912,0.06637529676568393,0.09901165730068018,0.10716046267127496,0.10782554562814112,0.1313293124799574,0.14377084741997972,0.14841967559479122,2,8,8,2,6,0,196.0,59.0,172.0,302.0,30.0,24.0,58.0,1.0,325.11134196037204,25.36646066342982,117.7651660184253,68.36646066342979,341.8865817669107,46.36646066342979,52.85861444792465,356.3664606634298,37.123302714075464,127.63657704161673,356.82148834060723,301.6365770416167,105.42366562500263,139.004920870824,294.4027041313563,262.004920870824,-0.041516
G047X4I_1_1,v21,20.518284528683193,26.076809620810597,30.59411708155671,31.622776601683793,40.01249804748511,43.382023926967726,58.52349955359813,58.7962583843564,0.08681338589921413,0.11033164753452493,0.1294444907776788,0.13379677548037194,0.16929390119978047,0.18355045125707156,0.24761442136240133,0.24876847094188417,2,8,8,2,6,0,355.0,179.0,2.0,172.0,151.0,182.0,353.0,5.0,90.02506598911802,4.290610042638548,316.6012946450045,8.29061004263852,335.3099324740202,311.9052429229879,279.304846468766,301.9052429229879,291.56790381583534,230.699472808055,28.02560603756868,81.69947280805499,118.11320887605595,102.29526642299817,278.5526131481348,294.29526642299817,0.044829
G047X4I_1_1,v22,24.73863375370596,32.01562118716424,37.013511046643494,49.64876634922564,52.55473337388365,65.06919393998976,65.86349520030045,66.91038783328041,0.08102843822687758,0.10486334085731923,0.12123333177013129,0.1626186004134626,0.17213674809660096,0.2131263680173663,0.21572800686474097,0.21915697856488114,1,5,8,1,4,3,14.0,23.0,24.0,359.0,29.0,58.0,355.0,2.0,51.963756532073546,287.18592516570965,76.78991060824609,116.18592516570965,24.418055344821994,346.0,113.4027041313563,141.0,102.1940564815423,359.130102354156,156.24536426676835,208.13010235415598,196.93141717813754,125.43986920578223,243.46232220802563,312.43986920578226,-0.227348
G047X4I_1_1,v23,29.206163733020468,34.058772731852805,39.20459156782532,51.03920062069938,62.0966987850401,73.02739212103907,81.78630692236935,82.85529554590944,0.08904773460264254,0.10384303063016803,0.1195323047918715,0.155615274664251,0.18932888289120825,0.22265587126614628,0.24936124509633514,0.25262052338130275,1,4,8,1,3,4,173.0,360.0,360.0,182.0,5.0,2.0,172.0,184.0,5.952957468173935,4.774325902663264,10.76364169072616,11.774325902663293,225.14398641457103,135.8055710922652,87.62415507994895,137.80557109226518,70.93141717813754,63.707485722964975,234.56935480474897,240.70748572296498,31.00310069207643,51.972626614896384,264.6591092359951,243.9726266148964,-0.089598
G047X4I_1_1,v24,34.058772731852805,50.99019513592785,63.25345840347388,68.3593446428504,70.00714249274856,75.58438992278762,78.00640999302557,90.60353193998566,0.10948657445383839,0.1639149431519111,0.20333687703543887,0.21975044537806762,0.22504751651442784,0.24297633975195357,0.25076225390795,0.29125742209291644,0,2,7,0,2,5,360.0,5.0,173.0,182.0,360.0,6.0,184.0,358.0,190.7636416907262,245.93141717813754,104.17983011986425,70.93141717813754,4.774325902663264,291.9887168020806,58.87739260664313,120.98871680208063,209.19859051364818,229.74554837731847,74.71579270637693,55.74554837731847,288.8646233884108,100.0,101.62419250445183,94.0,0.12893
G047X4I_1_1,v25,17.88854381999832,20.248456731316587,34.52535300326414,41.10960958218893,50.039984012787215,53.85164807134504,73.02739212103907,94.76286192385707,0.04486233663703391,0.050780717055639316,0.08658547193837553,0.1030980029817412,0.12549431807768385,0.1350535174101156,0.18314399886457836,0.23765396753894294,2,6,7,2,4,1,348.0,170.0,358.0,180.0,355.0,171.0,358.0,355.0,247.56505117707798,292.565051177078,333.22485943116806,294.565051177078,61.00797980144131,135.8055710922652,191.94518622903757,137.80557109226518,135.70938995736148,195.99461679191648,245.80140948635182,191.99461679191654,52.56935480474897,354.54610858390777,130.72499504211075,171.5461085839078,0.182646
G047X4I_1_1,v26,32.28002478313795,45.12205669071391,50.039984012787215,54.405882034941776,56.60388679233962,60.0,60.728905802755904,82.28000972289685,0.08335889246776863,0.11652174051522342,0.12922163704749487,0.1404959909613783,0.14617204739090375,0.15494206035054717,0.15682436313188833,0.21247723720214484,0,5,8,0,5,3,175.0,360.0,5.0,3.0,176.0,9.0,353.0,185.0,116.81079374297306,118.78414652632644,125.19573393471325,123.78414652632642,320.70938995736145,243.00797980144134,357.0273733851036,61.00797980144131,191.99461679191654,142.74616226255523,110.13010235415598,155.7461622625552,293.75854060106,198.98871680208066,163.63754698468784,210.98871680208066,-0.104485
G047X4I_1_1,v27,12.36931687685298,17.69180601295413,20.518284528683193,29.5296461204668,42.04759208325728,44.91102314577124,54.230987451824994,59.405386961116584,0.048661906867349225,0.06960101556850233,0.08072061381829385,0.11617204924460885,0.16541867512349898,0.17668364772242073,0.21334915153184322,0.23370566349789992,4,8,8,4,4,0,177.0,184.0,5.0,156.0,358.0,7.0,187.0,1.0,299.9637565320735,224.0,8.29061004263852,51.0,275.02506598911805,320.56790381583534,321.3007557660064,291.56790381583534,132.27368900609375,127.71104767638988,312.43986920578226,316.71104767638985,48.709918794628734,120.16125981682828,174.09828396710802,114.16125981682828,-0.043168
G047X4I_1_1,v28,30.4138126514911,37.48332962798263,42.190046219457976,47.01063709417264,48.05205510693585,52.3450093132096,55.08175741568164,59.405386961116584,0.12731687068227032,0.15691094982637127,0.17661398523602695,0.1967937158091384,0.20115325086567665,0.2191242136577509,0.2305806597220788,0.24868003417479792,0,8,8,0,8,0,155.0,357.0,183.0,186.0,358.0,176.0,193.0,359.0,156.66778014613038,68.0,35.78897345918335,90.0,172.4295656148385,240.6887865603668,120.16125981682828,63.68878656036679,238.01147838636544,208.9920530445927,180.54815769897795,206.9920530445927,346.80251395393555,357.33768816608745,353.098283967108,343.33768816608745,-0.021238
G047X4I_1_1,v29,12.727922061357855,23.769728648009426,26.90724809414742,39.96248240537617,42.42640687119285,49.24428900898052,51.86520991955976,61.814237842102365,0.0537239236950819,0.10033083813542978,0.11357415110541592,0.16867964346911157,0.17907974565027301,0.20785768583303135,0.21892046217091396,0.2609148124171077,3,7,8,3,4,1,186.0,185.0,180.0,7.0,357.0,2.0,8.0,3.0,100.0,85.14138555207535,256.2490236572123,264.14138555207535,0.9872124958166637,315.8201698801357,294.2985703304943,322.8201698801358,144.13010235415598,71.9422954898717,201.8323866204222,256.94229548987164,346.1336432059055,278.5526131481348,42.690059825013975,93.55261314813481,0.119964
G047X4I_1_1,v30,26.30589287593181,40.792156108742276,43.139309220245984,45.12205669071391,46.52956049652737,55.90169943749474,76.23647421018367,77.3692445355388,0.07032756241896862,0.10905590311920804,0.1153309061284076,0.12063168786381737,0.12439458282522914,0.14945055372417482,0.20381461385499036,0.2068430218295266,1,6,8,1,5,2,9.0,190.0,12.0,360.0,26.0,23.0,187.0,175.0,65.74616226255517,353.565051177078,316.69006752597977,354.565051177078,105.93919094573559,121.92751306414704,305.19573393471325,289.92751306414704,172.65254179111471,247.65980825409008,118.17474411461004,64.65980825409008,239.51398845800128,275.4519575908746,118.78414652632644,83.45195759087457,0.040946
G047X4I_1_1,v31,25.059928172283335,29.0,41.14608122288197,42.42640687119285,43.278170016764804,48.05205510693585,51.088159097779204,60.29925372672534,0.10526037213562976,0.12181003756065953,0.17282778273217933,0.1782055936049595,0.1817832936309907,0.2018352633600944,0.2145879509863943,0.25327773659766045,2,7,8,2,5,1,183.0,182.0,5.0,3.0,188.0,2.0,189.0,189.0,110.38954033403479,151.0947570770121,4.397181027296369,330.0947570770121,256.94229548987164,201.8323866204222,327.130102354156,19.8323866204222,184.31410016049733,120.16125981682828,60.01147838636547,114.16125981682828,141.6335393365702,190.0,49.28940686250037,10.0,0.044144
G047X4I_1_1,v32,17.88854381999832,28.460498941515414,50.695167422546305,51.92301994298868,60.728905802755904,71.69379331573968,89.56003573022959,105.77334257741882,0.04297499233886894,0.06837279413457185,0.1217888081625758,0.12473857049036693,0.14589361145783716,0.17223538424876977,0.21515680024623754,0.2541072449865604,2,4,7,2,2,3,12.0,182.0,192.0,10.0,7.0,183.0,10.0,7.0,79.565051177078,343.22485943116806,294.565051177078,333.22485943116806,210.98871680208066,137.80557109226518,66.64224645720873,135.8055710922652,120.75854060106005,195.99461679191648,246.98871680208063,191.99461679191654,57.4108400202324,354.54610858390777,122.64986350757559,171.5461085839078,0.071541
